fecha,codigo_tienda,nombre_tienda,vendedor,codigo_producto,nombre_producto,cantidad,valor_unitario,total,descuento
2025-08-29,8,Tienda H,Vendedor 3,P212,Producto 212,5,65.72,328.6,32.86
2025-09-16,6,Tienda F,Vendedor 8,P259,Producto 259,2,41.19,82.38,12.36
2025-09-23,7,Tienda G,Vendedor 7,P411,Producto 411,3,69.72,209.16,31.37
2025-08-11,5,Tienda E,Vendedor 6,P213,Producto 213,2,26.72,53.44,8.02
2025-11-24,6,Tienda F,Vendedor 1,P317,Producto 317,3,55.51,166.53,16.65
2025-04-18,3,Tienda C,Vendedor 1,P465,Producto 465,4,133.96,535.84,53.58
2025-06-25,4,Tienda D,Vendedor 4,P052,Producto 52,2,192.32,384.64,19.23
2025-11-27,5,Tienda E,Vendedor 4,P312,Producto 312,3,64.28,192.84,9.64
2025-10-20,6,Tienda F,Vendedor 6,P229,Producto 229,3,96.12,288.36,14.42
2025-07-01,6,Tienda F,Vendedor 1,P059,Producto 59,5,182.29,911.45,91.15
2025-07-03,8,Tienda H,Vendedor 7,P396,Producto 396,1,189.42,189.42,0.0
2025-02-09,2,Tienda B,Vendedor 8,P482,Producto 482,3,125.96,377.88,56.68
2025-09-22,5,Tienda E,Vendedor 9,P105,Producto 105,5,110.04,550.2,0.0
2025-01-04,3,Tienda C,Vendedor 4,P288,Producto 288,5,170.01,850.05,127.51
2025-04-09,7,Tienda G,Vendedor 9,P051,Producto 51,2,56.77,113.54,5.68
2025-10-09,1,Tienda A,Vendedor 9,P206,Producto 206,1,39.34,39.34,5.9
2025-01-10,10,Tienda J,Vendedor 6,P282,Producto 282,1,145.61,145.61,0.0
2025-07-06,7,Tienda G,Vendedor 2,P496,Producto 496,2,138.08,276.16,27.62
2025-09-03,5,Tienda E,Vendedor 1,P323,Producto 323,2,38.63,77.26,11.59
2025-06-12,10,Tienda J,Vendedor 9,P304,Producto 304,2,34.09,68.18,0.0
2025-01-29,6,Tienda F,Vendedor 7,P155,Producto 155,1,161.48,161.48,0.0
2025-11-25,10,Tienda J,Vendedor 10,P366,Producto 366,1,180.09,180.09,27.01
2025-03-05,2,Tienda B,Vendedor 5,P088,Producto 88,2,191.58,383.16,57.47
2025-04-05,3,Tienda C,Vendedor 5,P177,Producto 177,4,175.96,703.84,105.58
2025-07-27,2,Tienda B,Vendedor 2,P493,Producto 493,5,196.19,980.95,147.14
2025-01-12,8,Tienda H,Vendedor 10,P326,Producto 326,2,170.81,341.62,51.24
2025-10-21,8,Tienda H,Vendedor 3,P242,Producto 242,5,31.96,159.8,23.97
2025-04-26,1,Tienda A,Vendedor 2,P002,Producto 2,5,51.0,255.0,38.25
2025-08-11,4,Tienda D,Vendedor 8,P461,Producto 461,3,169.97,509.91,25.5
2025-12-13,2,Tienda B,Vendedor 2,P405,Producto 405,1,137.84,137.84,20.68
2025-03-11,2,Tienda B,Vendedor 1,P498,Producto 498,1,75.59,75.59,0.0
2025-02-21,8,Tienda H,Vendedor 1,P045,Producto 45,3,30.28,90.84,0.0
2025-03-02,1,Tienda A,Vendedor 8,P369,Producto 369,3,77.14,231.42,23.14
2025-10-11,8,Tienda H,Vendedor 4,P023,Producto 23,1,44.09,44.09,0.0
2025-07-19,5,Tienda E,Vendedor 6,P122,Producto 122,5,180.36,901.8,90.18
2025-12-26,5,Tienda E,Vendedor 9,P406,Producto 406,2,28.49,56.98,2.85
2025-01-23,8,Tienda H,Vendedor 3,P394,Producto 394,3,184.26,552.78,27.64
2025-07-29,4,Tienda D,Vendedor 9,P473,Producto 473,2,51.27,102.54,5.13
2025-08-18,5,Tienda E,Vendedor 10,P358,Producto 358,5,46.51,232.55,34.88
2025-10-11,10,Tienda J,Vendedor 4,P196,Producto 196,3,156.95,470.85,47.09
2025-10-21,4,Tienda D,Vendedor 10,P096,Producto 96,1,193.3,193.3,29.0
2025-04-03,9,Tienda I,Vendedor 10,P096,Producto 96,2,193.3,386.6,0.0
2025-02-12,9,Tienda I,Vendedor 4,P480,Producto 480,3,122.81,368.43,18.42
2025-08-08,4,Tienda D,Vendedor 6,P213,Producto 213,2,26.72,53.44,0.0
2025-10-14,1,Tienda A,Vendedor 2,P303,Producto 303,2,77.75,155.5,15.55
2025-09-28,4,Tienda D,Vendedor 1,P161,Producto 161,4,24.86,99.44,14.92
2025-08-22,8,Tienda H,Vendedor 7,P041,Producto 41,3,66.14,198.42,29.76
2025-11-12,1,Tienda A,Vendedor 4,P176,Producto 176,2,84.04,168.08,16.81
2025-10-11,6,Tienda F,Vendedor 10,P500,Producto 500,5,34.33,171.65,25.75
2025-02-20,4,Tienda D,Vendedor 9,P026,Producto 26,5,129.95,649.75,97.46
2025-10-09,8,Tienda H,Vendedor 4,P037,Producto 37,5,35.85,179.25,17.93
2025-09-28,3,Tienda C,Vendedor 10,P203,Producto 203,1,167.39,167.39,8.37
2025-10-26,5,Tienda E,Vendedor 2,P081,Producto 81,2,121.51,243.02,36.45
2025-12-31,5,Tienda E,Vendedor 9,P355,Producto 355,3,159.72,479.16,23.96
2025-08-11,8,Tienda H,Vendedor 9,P162,Producto 162,4,72.83,291.32,43.7
2025-11-28,7,Tienda G,Vendedor 8,P402,Producto 402,1,75.11,75.11,3.76
2025-11-25,1,Tienda A,Vendedor 5,P075,Producto 75,3,97.64,292.92,14.65
2025-11-18,6,Tienda F,Vendedor 5,P485,Producto 485,5,92.9,464.5,0.0
2025-07-25,6,Tienda F,Vendedor 9,P441,Producto 441,5,183.31,916.55,0.0
2025-09-14,9,Tienda I,Vendedor 2,P076,Producto 76,2,144.36,288.72,0.0
2025-11-06,6,Tienda F,Vendedor 8,P165,Producto 165,3,133.78,401.34,60.2
2025-08-26,3,Tienda C,Vendedor 7,P140,Producto 140,4,112.54,450.16,22.51
2025-05-23,6,Tienda F,Vendedor 8,P065,Producto 65,3,150.76,452.28,22.61
2025-04-24,1,Tienda A,Vendedor 9,P164,Producto 164,4,97.23,388.92,58.34
2025-07-27,2,Tienda B,Vendedor 1,P340,Producto 340,5,24.41,122.05,6.1
2025-05-25,5,Tienda E,Vendedor 4,P182,Producto 182,5,37.39,186.95,18.7
2025-05-09,6,Tienda F,Vendedor 2,P060,Producto 60,3,27.15,81.45,12.22
2025-03-15,8,Tienda H,Vendedor 1,P263,Producto 263,5,153.9,769.5,38.48
2025-09-08,1,Tienda A,Vendedor 1,P040,Producto 40,2,68.88,137.76,20.66
2025-02-07,10,Tienda J,Vendedor 10,P430,Producto 430,3,21.6,64.8,0.0
2025-01-26,7,Tienda G,Vendedor 1,P463,Producto 463,4,48.01,192.04,28.81
2025-11-25,2,Tienda B,Vendedor 1,P408,Producto 408,4,108.11,432.44,64.87
2025-08-19,3,Tienda C,Vendedor 2,P493,Producto 493,3,196.19,588.57,58.86
2025-09-08,5,Tienda E,Vendedor 8,P381,Producto 381,2,140.69,281.38,28.14
2025-05-24,2,Tienda B,Vendedor 7,P192,Producto 192,3,59.82,179.46,8.97
2025-01-05,5,Tienda E,Vendedor 8,P222,Producto 222,1,132.81,132.81,6.64
2025-04-27,8,Tienda H,Vendedor 10,P470,Producto 470,1,97.72,97.72,0.0
2025-04-24,2,Tienda B,Vendedor 3,P226,Producto 226,4,146.06,584.24,58.42
2025-03-23,6,Tienda F,Vendedor 8,P284,Producto 284,3,100.28,300.84,30.08
2025-02-28,10,Tienda J,Vendedor 7,P115,Producto 115,4,180.76,723.04,72.3
2025-11-12,7,Tienda G,Vendedor 3,P252,Producto 252,2,156.84,313.68,0.0
2025-06-02,1,Tienda A,Vendedor 3,P279,Producto 279,2,54.33,108.66,0.0
2025-11-13,2,Tienda B,Vendedor 6,P042,Producto 42,5,154.02,770.1,115.52
2025-11-20,7,Tienda G,Vendedor 8,P472,Producto 472,3,80.15,240.45,0.0
2025-11-16,4,Tienda D,Vendedor 4,P023,Producto 23,5,44.09,220.45,11.02
2025-07-14,3,Tienda C,Vendedor 7,P104,Producto 104,2,113.68,227.36,11.37
2025-11-11,5,Tienda E,Vendedor 10,P481,Producto 481,2,198.43,396.86,59.53
2025-04-04,7,Tienda G,Vendedor 3,P460,Producto 460,4,172.25,689.0,34.45
2025-01-04,1,Tienda A,Vendedor 7,P167,Producto 167,1,72.46,72.46,7.25
2025-09-30,9,Tienda I,Vendedor 9,P435,Producto 435,4,162.06,648.24,32.41
2025-01-20,8,Tienda H,Vendedor 9,P307,Producto 307,5,87.62,438.1,21.91
2025-08-30,10,Tienda J,Vendedor 9,P008,Producto 8,1,166.92,166.92,16.69
2025-10-27,1,Tienda A,Vendedor 9,P262,Producto 262,1,77.3,77.3,0.0
2025-10-31,1,Tienda A,Vendedor 6,P306,Producto 306,3,84.95,254.85,0.0
2025-06-16,9,Tienda I,Vendedor 9,P290,Producto 290,5,90.58,452.9,45.29
2025-04-06,8,Tienda H,Vendedor 8,P078,Producto 78,3,111.76,335.28,16.76
2025-01-22,6,Tienda F,Vendedor 4,P442,Producto 442,1,180.7,180.7,27.1
2025-11-10,5,Tienda E,Vendedor 10,P193,Producto 193,5,167.6,838.0,41.9
2025-03-08,7,Tienda G,Vendedor 3,P398,Producto 398,1,89.34,89.34,13.4
2025-03-08,4,Tienda D,Vendedor 9,P186,Producto 186,3,195.26,585.78,87.87
2025-03-12,6,Tienda F,Vendedor 7,P462,Producto 462,4,59.5,238.0,23.8
2025-12-16,6,Tienda F,Vendedor 9,P408,Producto 408,3,108.11,324.33,0.0
2025-02-05,7,Tienda G,Vendedor 8,P063,Producto 63,5,104.42,522.1,0.0
2025-04-08,2,Tienda B,Vendedor 5,P077,Producto 77,1,54.58,54.58,5.46
2025-12-04,8,Tienda H,Vendedor 6,P024,Producto 24,3,126.77,380.31,0.0
2025-10-24,2,Tienda B,Vendedor 7,P133,Producto 133,3,140.22,420.66,21.03
2025-03-18,6,Tienda F,Vendedor 1,P401,Producto 401,5,96.02,480.1,48.01
2025-07-01,3,Tienda C,Vendedor 1,P002,Producto 2,5,51.0,255.0,12.75
2025-09-26,7,Tienda G,Vendedor 9,P339,Producto 339,2,53.13,106.26,0.0
2025-08-17,5,Tienda E,Vendedor 6,P468,Producto 468,5,172.49,862.45,43.12
2025-03-14,2,Tienda B,Vendedor 7,P460,Producto 460,2,172.25,344.5,51.67
2025-11-28,8,Tienda H,Vendedor 9,P202,Producto 202,3,90.58,271.74,40.76
2025-10-16,9,Tienda I,Vendedor 3,P402,Producto 402,3,75.11,225.33,0.0
2025-06-06,6,Tienda F,Vendedor 3,P280,Producto 280,2,99.36,198.72,19.87
2025-02-12,1,Tienda A,Vendedor 8,P119,Producto 119,4,151.59,606.36,0.0
2025-05-10,8,Tienda H,Vendedor 3,P386,Producto 386,4,142.82,571.28,0.0
2025-01-09,9,Tienda I,Vendedor 4,P247,Producto 247,5,153.89,769.45,76.95
2025-02-12,5,Tienda E,Vendedor 7,P326,Producto 326,1,170.81,170.81,0.0
2025-10-13,6,Tienda F,Vendedor 1,P272,Producto 272,3,31.75,95.25,0.0
2025-12-22,4,Tienda D,Vendedor 9,P027,Producto 27,4,165.51,662.04,66.2
2025-10-10,4,Tienda D,Vendedor 7,P490,Producto 490,2,97.03,194.06,0.0
2025-05-19,10,Tienda J,Vendedor 5,P363,Producto 363,5,68.4,342.0,51.3
2025-06-28,8,Tienda H,Vendedor 8,P137,Producto 137,3,193.8,581.4,58.14
2025-01-14,4,Tienda D,Vendedor 5,P289,Producto 289,4,94.29,377.16,18.86
2025-07-06,8,Tienda H,Vendedor 9,P479,Producto 479,5,50.55,252.75,37.91
2025-06-08,4,Tienda D,Vendedor 1,P300,Producto 300,3,150.13,450.39,0.0
2025-07-11,9,Tienda I,Vendedor 2,P310,Producto 310,4,194.09,776.36,0.0
2025-03-19,9,Tienda I,Vendedor 4,P286,Producto 286,1,95.06,95.06,4.75
2025-09-06,10,Tienda J,Vendedor 9,P350,Producto 350,1,157.46,157.46,23.62
2025-10-03,3,Tienda C,Vendedor 2,P285,Producto 285,2,72.22,144.44,21.67
2025-03-19,9,Tienda I,Vendedor 6,P033,Producto 33,3,52.08,156.24,0.0
2025-06-24,2,Tienda B,Vendedor 10,P481,Producto 481,1,198.43,198.43,29.76
2025-09-04,6,Tienda F,Vendedor 8,P225,Producto 225,4,68.31,273.24,0.0
2025-12-16,6,Tienda F,Vendedor 9,P132,Producto 132,2,128.36,256.72,12.84
2025-11-08,8,Tienda H,Vendedor 10,P270,Producto 270,4,56.91,227.64,34.15
2025-06-08,3,Tienda C,Vendedor 5,P155,Producto 155,4,161.48,645.92,0.0
2025-09-09,2,Tienda B,Vendedor 1,P307,Producto 307,2,87.62,175.24,0.0
2025-01-22,3,Tienda C,Vendedor 1,P030,Producto 30,2,75.73,151.46,15.15
2025-09-03,6,Tienda F,Vendedor 3,P056,Producto 56,3,109.35,328.05,32.8
2025-04-21,7,Tienda G,Vendedor 4,P323,Producto 323,1,38.63,38.63,0.0
2025-10-16,3,Tienda C,Vendedor 6,P065,Producto 65,3,150.76,452.28,45.23
2025-07-04,6,Tienda F,Vendedor 6,P429,Producto 429,2,40.62,81.24,12.19
2025-12-30,10,Tienda J,Vendedor 10,P298,Producto 298,1,32.18,32.18,1.61
2025-09-18,6,Tienda F,Vendedor 7,P120,Producto 120,5,176.17,880.85,88.09
2025-04-03,10,Tienda J,Vendedor 1,P210,Producto 210,3,49.44,148.32,22.25
2025-11-21,9,Tienda I,Vendedor 6,P101,Producto 101,1,21.48,21.48,0.0
2025-01-02,8,Tienda H,Vendedor 3,P397,Producto 397,1,60.83,60.83,3.04
2025-05-12,2,Tienda B,Vendedor 8,P102,Producto 102,2,24.84,49.68,0.0
2025-07-10,2,Tienda B,Vendedor 4,P170,Producto 170,5,189.21,946.05,94.61
2025-11-27,3,Tienda C,Vendedor 2,P233,Producto 233,5,61.82,309.1,0.0
2025-06-24,3,Tienda C,Vendedor 7,P278,Producto 278,3,52.09,156.27,23.44
2025-03-30,7,Tienda G,Vendedor 3,P383,Producto 383,4,114.46,457.84,45.78
2025-12-04,3,Tienda C,Vendedor 5,P310,Producto 310,2,194.09,388.18,38.82
2025-10-17,3,Tienda C,Vendedor 5,P311,Producto 311,5,156.09,780.45,39.02
2025-07-17,7,Tienda G,Vendedor 10,P205,Producto 205,3,62.96,188.88,28.33
2025-06-25,4,Tienda D,Vendedor 7,P409,Producto 409,1,146.35,146.35,14.63
2025-11-23,9,Tienda I,Vendedor 9,P324,Producto 324,5,32.76,163.8,16.38
2025-11-30,1,Tienda A,Vendedor 1,P307,Producto 307,2,87.62,175.24,26.29
2025-02-18,8,Tienda H,Vendedor 3,P179,Producto 179,4,25.84,103.36,15.5
2025-11-30,4,Tienda D,Vendedor 8,P177,Producto 177,3,175.96,527.88,52.79
2025-08-10,9,Tienda I,Vendedor 4,P145,Producto 145,3,181.98,545.94,54.59
2025-07-28,1,Tienda A,Vendedor 3,P404,Producto 404,5,153.55,767.75,0.0
2025-02-08,1,Tienda A,Vendedor 5,P176,Producto 176,5,84.04,420.2,21.01
2025-05-20,7,Tienda G,Vendedor 4,P186,Producto 186,2,195.26,390.52,0.0
2025-11-02,9,Tienda I,Vendedor 3,P232,Producto 232,1,20.54,20.54,3.08
2025-06-06,4,Tienda D,Vendedor 3,P189,Producto 189,3,139.27,417.81,0.0
2025-07-17,10,Tienda J,Vendedor 9,P074,Producto 74,5,41.48,207.4,20.74
2025-06-20,2,Tienda B,Vendedor 8,P480,Producto 480,3,122.81,368.43,0.0
2025-08-07,10,Tienda J,Vendedor 1,P443,Producto 443,1,129.2,129.2,6.46
2025-12-12,5,Tienda E,Vendedor 2,P486,Producto 486,3,152.05,456.15,22.81
2025-01-30,8,Tienda H,Vendedor 2,P165,Producto 165,3,133.78,401.34,20.07
2025-07-20,8,Tienda H,Vendedor 9,P092,Producto 92,2,74.32,148.64,0.0
2025-12-26,5,Tienda E,Vendedor 7,P456,Producto 456,1,78.75,78.75,0.0
2025-10-20,6,Tienda F,Vendedor 10,P083,Producto 83,4,93.28,373.12,0.0
2025-05-01,2,Tienda B,Vendedor 8,P278,Producto 278,1,52.09,52.09,0.0
2025-05-03,2,Tienda B,Vendedor 5,P391,Producto 391,3,79.72,239.16,11.96
2025-10-29,10,Tienda J,Vendedor 2,P130,Producto 130,5,92.89,464.45,0.0
2025-04-20,7,Tienda G,Vendedor 9,P435,Producto 435,1,162.06,162.06,16.21
2025-06-27,4,Tienda D,Vendedor 4,P409,Producto 409,4,146.35,585.4,29.27
2025-05-20,7,Tienda G,Vendedor 7,P153,Producto 153,3,81.56,244.68,0.0
2025-06-19,1,Tienda A,Vendedor 4,P455,Producto 455,3,111.45,334.35,0.0
2025-09-30,9,Tienda I,Vendedor 9,P449,Producto 449,4,146.04,584.16,0.0
2025-04-22,10,Tienda J,Vendedor 5,P417,Producto 417,4,182.39,729.56,0.0
2025-09-08,10,Tienda J,Vendedor 7,P206,Producto 206,2,39.34,78.68,0.0
2025-10-16,9,Tienda I,Vendedor 5,P358,Producto 358,4,46.51,186.04,27.91
2025-06-15,9,Tienda I,Vendedor 6,P498,Producto 498,4,75.59,302.36,15.12
2025-11-19,10,Tienda J,Vendedor 4,P148,Producto 148,1,28.81,28.81,4.32
2025-02-24,4,Tienda D,Vendedor 10,P252,Producto 252,5,156.84,784.2,0.0
2025-11-13,7,Tienda G,Vendedor 8,P076,Producto 76,5,144.36,721.8,0.0
2025-06-23,5,Tienda E,Vendedor 8,P152,Producto 152,1,60.36,60.36,3.02
2025-05-11,3,Tienda C,Vendedor 6,P058,Producto 58,3,149.84,449.52,0.0
2025-02-10,9,Tienda I,Vendedor 4,P224,Producto 224,1,100.36,100.36,10.04
2025-10-16,2,Tienda B,Vendedor 5,P500,Producto 500,3,34.33,102.99,10.3
2025-08-11,1,Tienda A,Vendedor 7,P374,Producto 374,5,107.72,538.6,26.93
2025-10-13,9,Tienda I,Vendedor 5,P243,Producto 243,3,145.23,435.69,43.57
2025-08-19,10,Tienda J,Vendedor 8,P017,Producto 17,1,76.14,76.14,3.81
2025-07-01,7,Tienda G,Vendedor 5,P434,Producto 434,3,139.77,419.31,0.0
2025-08-02,3,Tienda C,Vendedor 4,P190,Producto 190,5,52.11,260.55,26.06
2025-02-16,10,Tienda J,Vendedor 9,P016,Producto 16,3,67.47,202.41,10.12
2025-12-26,6,Tienda F,Vendedor 8,P342,Producto 342,4,51.02,204.08,30.61
2025-04-18,5,Tienda E,Vendedor 9,P078,Producto 78,5,111.76,558.8,83.82
2025-02-16,5,Tienda E,Vendedor 9,P263,Producto 263,1,153.9,153.9,7.7
2025-12-31,10,Tienda J,Vendedor 3,P394,Producto 394,1,184.26,184.26,9.21
2025-11-15,4,Tienda D,Vendedor 4,P280,Producto 280,4,99.36,397.44,0.0
2025-05-20,7,Tienda G,Vendedor 5,P203,Producto 203,4,167.39,669.56,100.43
2025-09-18,7,Tienda G,Vendedor 4,P116,Producto 116,3,98.32,294.96,14.75
2025-05-20,4,Tienda D,Vendedor 1,P339,Producto 339,3,53.13,159.39,7.97
2025-05-16,5,Tienda E,Vendedor 7,P020,Producto 20,2,143.24,286.48,42.97
2025-11-25,3,Tienda C,Vendedor 5,P437,Producto 437,5,140.06,700.3,105.04
2025-04-20,3,Tienda C,Vendedor 2,P049,Producto 49,5,168.63,843.15,84.31
2025-03-01,4,Tienda D,Vendedor 8,P292,Producto 292,4,81.59,326.36,16.32
2025-11-10,1,Tienda A,Vendedor 10,P322,Producto 322,1,99.5,99.5,0.0
2025-09-30,1,Tienda A,Vendedor 2,P259,Producto 259,3,41.19,123.57,0.0
2025-04-25,1,Tienda A,Vendedor 1,P294,Producto 294,5,24.37,121.85,18.28
2025-07-21,9,Tienda I,Vendedor 5,P167,Producto 167,1,72.46,72.46,10.87
2025-04-25,1,Tienda A,Vendedor 9,P152,Producto 152,3,60.36,181.08,27.16
2025-12-24,10,Tienda J,Vendedor 8,P395,Producto 395,5,55.52,277.6,41.64
2025-06-13,4,Tienda D,Vendedor 1,P076,Producto 76,1,144.36,144.36,7.22
2025-04-03,9,Tienda I,Vendedor 1,P199,Producto 199,2,185.19,370.38,55.56
2025-12-11,7,Tienda G,Vendedor 4,P118,Producto 118,2,72.18,144.36,14.44
2025-05-23,4,Tienda D,Vendedor 6,P078,Producto 78,5,111.76,558.8,83.82
2025-12-12,10,Tienda J,Vendedor 10,P362,Producto 362,1,78.81,78.81,0.0
2025-09-01,8,Tienda H,Vendedor 6,P281,Producto 281,4,25.98,103.92,10.39
2025-08-27,9,Tienda I,Vendedor 3,P389,Producto 389,4,141.03,564.12,28.21
2025-08-03,6,Tienda F,Vendedor 10,P260,Producto 260,4,154.78,619.12,92.87
2025-09-26,8,Tienda H,Vendedor 3,P314,Producto 314,5,72.75,363.75,0.0
2025-06-14,5,Tienda E,Vendedor 4,P329,Producto 329,3,188.44,565.32,84.8
2025-07-02,6,Tienda F,Vendedor 7,P216,Producto 216,4,35.27,141.08,14.11
2025-03-10,6,Tienda F,Vendedor 5,P085,Producto 85,2,133.78,267.56,0.0
2025-11-24,3,Tienda C,Vendedor 10,P146,Producto 146,3,75.49,226.47,0.0
2025-05-28,7,Tienda G,Vendedor 5,P116,Producto 116,5,98.32,491.6,24.58
2025-11-12,3,Tienda C,Vendedor 1,P487,Producto 487,1,116.79,116.79,5.84
2025-12-31,3,Tienda C,Vendedor 8,P182,Producto 182,2,37.39,74.78,3.74
2025-09-01,3,Tienda C,Vendedor 2,P449,Producto 449,4,146.04,584.16,0.0
2025-04-09,4,Tienda D,Vendedor 4,P328,Producto 328,4,147.82,591.28,59.13
2025-02-06,8,Tienda H,Vendedor 5,P344,Producto 344,3,29.29,87.87,8.79
2025-11-17,7,Tienda G,Vendedor 3,P247,Producto 247,2,153.89,307.78,46.17
2025-05-12,4,Tienda D,Vendedor 8,P252,Producto 252,5,156.84,784.2,0.0
2025-04-08,8,Tienda H,Vendedor 8,P399,Producto 399,5,143.84,719.2,107.88
2025-11-11,1,Tienda A,Vendedor 5,P411,Producto 411,2,69.72,139.44,20.92
2025-08-13,4,Tienda D,Vendedor 9,P419,Producto 419,3,81.62,244.86,36.73
2025-03-05,2,Tienda B,Vendedor 7,P431,Producto 431,2,96.49,192.98,19.3
2025-10-13,8,Tienda H,Vendedor 4,P212,Producto 212,3,65.72,197.16,19.72
2025-01-15,9,Tienda I,Vendedor 8,P029,Producto 29,1,79.82,79.82,0.0
2025-10-06,1,Tienda A,Vendedor 3,P455,Producto 455,3,111.45,334.35,33.44
2025-02-12,6,Tienda F,Vendedor 8,P489,Producto 489,1,109.9,109.9,5.5
2025-01-22,3,Tienda C,Vendedor 6,P344,Producto 344,2,29.29,58.58,8.79
2025-08-20,8,Tienda H,Vendedor 2,P061,Producto 61,2,139.18,278.36,0.0
2025-04-22,7,Tienda G,Vendedor 9,P352,Producto 352,5,144.47,722.35,36.12
2025-11-24,6,Tienda F,Vendedor 9,P066,Producto 66,1,84.02,84.02,0.0
2025-08-29,7,Tienda G,Vendedor 5,P250,Producto 250,4,39.49,157.96,7.9
2025-06-18,9,Tienda I,Vendedor 5,P209,Producto 209,5,142.46,712.3,71.23
2025-10-23,8,Tienda H,Vendedor 8,P193,Producto 193,4,167.6,670.4,0.0
2025-08-10,10,Tienda J,Vendedor 6,P339,Producto 339,2,53.13,106.26,5.31
2025-02-21,7,Tienda G,Vendedor 9,P037,Producto 37,1,35.85,35.85,0.0
2025-08-17,8,Tienda H,Vendedor 4,P237,Producto 237,3,119.4,358.2,53.73
2025-01-27,7,Tienda G,Vendedor 3,P493,Producto 493,5,196.19,980.95,49.05
2025-03-13,10,Tienda J,Vendedor 7,P332,Producto 332,3,80.54,241.62,36.24
2025-06-10,3,Tienda C,Vendedor 2,P149,Producto 149,1,105.74,105.74,10.57
2025-07-19,10,Tienda J,Vendedor 4,P026,Producto 26,3,129.95,389.85,58.48
2025-07-25,6,Tienda F,Vendedor 2,P485,Producto 485,3,92.9,278.7,13.94
2025-02-18,1,Tienda A,Vendedor 4,P118,Producto 118,3,72.18,216.54,21.65
2025-06-28,8,Tienda H,Vendedor 3,P289,Producto 289,3,94.29,282.87,28.29
2025-03-22,8,Tienda H,Vendedor 7,P186,Producto 186,3,195.26,585.78,29.29
2025-04-12,7,Tienda G,Vendedor 2,P174,Producto 174,4,114.62,458.48,22.92
2025-01-20,5,Tienda E,Vendedor 10,P377,Producto 377,2,129.34,258.68,25.87
2025-02-25,3,Tienda C,Vendedor 7,P405,Producto 405,1,137.84,137.84,0.0
2025-05-11,7,Tienda G,Vendedor 10,P029,Producto 29,5,79.82,399.1,0.0
2025-04-13,10,Tienda J,Vendedor 1,P280,Producto 280,1,99.36,99.36,9.94
2025-09-05,7,Tienda G,Vendedor 4,P489,Producto 489,5,109.9,549.5,54.95
2025-05-01,2,Tienda B,Vendedor 6,P319,Producto 319,2,154.36,308.72,0.0
2025-12-17,5,Tienda E,Vendedor 8,P077,Producto 77,1,54.58,54.58,8.19
2025-04-07,8,Tienda H,Vendedor 10,P022,Producto 22,4,125.82,503.28,0.0
2025-06-02,4,Tienda D,Vendedor 3,P437,Producto 437,2,140.06,280.12,14.01
2025-03-28,10,Tienda J,Vendedor 3,P033,Producto 33,2,52.08,104.16,0.0
2025-01-19,10,Tienda J,Vendedor 2,P423,Producto 423,2,153.18,306.36,15.32
2025-09-16,10,Tienda J,Vendedor 6,P136,Producto 136,5,178.51,892.55,133.88
2025-06-23,10,Tienda J,Vendedor 5,P461,Producto 461,5,169.97,849.85,42.49
2025-12-03,8,Tienda H,Vendedor 2,P077,Producto 77,2,54.58,109.16,16.37
2025-12-07,3,Tienda C,Vendedor 9,P492,Producto 492,4,144.94,579.76,0.0
2025-06-17,6,Tienda F,Vendedor 5,P094,Producto 94,3,120.59,361.77,18.09
2025-03-17,6,Tienda F,Vendedor 7,P147,Producto 147,5,51.79,258.95,38.84
2025-12-05,7,Tienda G,Vendedor 3,P165,Producto 165,1,133.78,133.78,6.69
2025-10-02,9,Tienda I,Vendedor 6,P232,Producto 232,5,20.54,102.7,0.0
2025-05-24,1,Tienda A,Vendedor 3,P222,Producto 222,4,132.81,531.24,26.56
2025-04-20,4,Tienda D,Vendedor 6,P033,Producto 33,3,52.08,156.24,23.44
2025-01-24,3,Tienda C,Vendedor 8,P473,Producto 473,3,51.27,153.81,23.07
2025-04-24,9,Tienda I,Vendedor 3,P184,Producto 184,2,183.51,367.02,55.05
2025-02-24,2,Tienda B,Vendedor 7,P284,Producto 284,4,100.28,401.12,20.06
2025-03-17,9,Tienda I,Vendedor 2,P174,Producto 174,2,114.62,229.24,34.39
2025-09-09,6,Tienda F,Vendedor 10,P152,Producto 152,1,60.36,60.36,9.05
2025-05-08,4,Tienda D,Vendedor 8,P335,Producto 335,2,25.81,51.62,0.0
2025-09-10,4,Tienda D,Vendedor 7,P419,Producto 419,3,81.62,244.86,36.73
2025-10-05,8,Tienda H,Vendedor 10,P176,Producto 176,4,84.04,336.16,0.0
2025-10-31,4,Tienda D,Vendedor 1,P135,Producto 135,2,156.33,312.66,31.27
2025-05-09,3,Tienda C,Vendedor 3,P381,Producto 381,3,140.69,422.07,0.0
2025-05-12,5,Tienda E,Vendedor 8,P131,Producto 131,3,130.12,390.36,39.04
2025-03-29,8,Tienda H,Vendedor 5,P106,Producto 106,4,158.64,634.56,31.73
2025-08-04,3,Tienda C,Vendedor 9,P372,Producto 372,3,197.99,593.97,89.1
2025-12-20,6,Tienda F,Vendedor 5,P044,Producto 44,4,177.09,708.36,35.42
2025-10-02,3,Tienda C,Vendedor 8,P399,Producto 399,1,143.84,143.84,0.0
2025-11-28,4,Tienda D,Vendedor 1,P151,Producto 151,3,75.16,225.48,0.0
2025-01-03,9,Tienda I,Vendedor 4,P400,Producto 400,5,71.9,359.5,35.95
